Course number,Course title,Units,Type,Section,Session,Time,Days,Seats,Registered,Instructor,Term,Department,Year,Semester,AY
PPD-504,Essential Statistics for Public Management,2.0,Lecture,51465D,593.0,TBA,,25.0,14.0,John Calanni Steve Shea,20221,PPD,2022,SP,AY22
PPD-505,Modeling for Health Policy and Medical Decision Making,3.0,Lecture,31541D,48.0,12:30-1:50pm,"Mon, Wed",30.0,16.0,Sze-Chuan Suen,20221,PPD,2022,SP,AY22
PPD-510a,Financial Management of Health Services,4.0,Lecture,51278D,1.0,6:00-9:20pm,Tuesday,40.0,40.0,Alice Chen,20221,PPD,2022,SP,AY22
PPD-510a,Financial Management of Health Services,4.0,Lecture,51281D,1.0,6:00-9:20pm,Monday,40.0,38.0,Samuel King,20221,PPD,2022,SP,AY22
PPD-511,Health Information Systems,2.0,Lecture,51778D,820.0,TBA,,22.0,17.0,Sean Johnson,20221,PPD,2022,SP,AY22
PPD-512,Health Administration Residency Seminar,2.0,Lecture,51277D,1.0,6:00-7:50pm,Wednesday,80.0,75.0,Michael Low,20221,PPD,2022,SP,AY22
PPD-514,Economic Concepts Applied to Health,4.0,Lecture,51312D,791.0,TBA,,30.0,20.0,Alice Chen,20221,PPD,2022,SP,AY22
PPD-514,Economic Concepts Applied to Health,4.0,Lecture,51313D,791.0,TBA,,31.0,29.0,Alice Chen,20221,PPD,2022,SP,AY22
PPD-514,Economic Concepts Applied to Health,4.0,Lecture,51505D,1.0,6:00-9:20pm,Thursday,33.0,33.0,Jevay Grooms,20221,PPD,2022,SP,AY22
PPD-515,Strategic Management of Health Organizations,4.0,Lecture,51204D,1.0,6:00-9:20pm,Wednesday,41.0,39.0,Philip Dalton,20221,PPD,2022,SP,AY22
PPD-515,Strategic Management of Health Organizations,4.0,Lecture,51266D,1.0,6:00-9:20pm,Thursday,40.0,37.0,Philip Dalton,20221,PPD,2022,SP,AY22
PPD-518,Quality of Care Concepts,2.0,Lecture,51516D,1.0,6:30-8:20pm,Tuesday,30.0,14.0,Roger Peeks,20221,PPD,2022,SP,AY22
PPD-518,Quality of Care Concepts,2.0,Lecture,51776D,820.0,TBA,,26.0,22.0,Santos Vera,20221,PPD,2022,SP,AY22
PPD-518,Quality of Care Concepts,2.0,Lecture,51777D,820.0,TBA,,26.0,20.0,Michael Harris,20221,PPD,2022,SP,AY22
PPD-523,Urban and International Development,4.0,Lecture,51212R,1.0,2:00-5:20pm,Thursday,40.0,39.0,Eric Heikkila,20221,PPD,2022,SP,AY22
PPD-523,Urban and International Development,4.0,Lecture,51526R,1.0,2:00-5:20pm,Tuesday,40.0,26.0,Eric Heikkila,20221,PPD,2022,SP,AY22
PPD-528,Physical Planning: Urban and Community Design,2.0,Lecture,51222R,1.0,2:00-3:50pm,Tuesday,45.0,43.0,Elizabeth Falletta,20221,PPD,2022,SP,AY22
PPD-528,Physical Planning: Urban and Community Design,2.0,Lecture,51527R,1.0,6:00-7:50pm,Monday,45.0,36.0,Kamille Parks,20221,PPD,2022,SP,AY22
PPD-529,Planning Law and Legal Frameworks of Planning,2.0,Lecture,51286R,1.0,6:00-7:50pm,Thursday,90.0,90.0,Nicole Kuklok-Waldman,20221,PPD,2022,SP,AY22
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,51214R,1.0,6:00-9:20pm,Thursday,22.0,21.0,Michael Thom,20221,PPD,2022,SP,AY22
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,51243R,1.0,6:00-9:20pm,Wednesday,22.0,19.0,Bill Kelly,20221,PPD,2022,SP,AY22
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,51246R,1.0,2:00-5:20pm,Thursday,22.0,22.0,Michael Thom,20221,PPD,2022,SP,AY22
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,51381R,597.0,6:00-9:20pm,Tuesday,22.0,22.0,Linda Sanner,20221,PPD,2022,SP,AY22
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,51468D,593.0,TBA,,27.0,25.0,John Calanni,20221,PPD,2022,SP,AY22
PPD-543,Internship Seminar,1.0,Lecture,51223R,1.0,6:00-7:50pm,Wednesday,20.0,13.0,Thomas Eng,20221,PPD,2022,SP,AY22
PPD-543,Internship Seminar,1.0,Lecture,51469D,593.0,TBA,,25.0,17.0,Dominic Alletto,20221,PPD,2022,SP,AY22
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,51402D,530.0,TBA,,30.0,28.0,Paul Danczyk,20221,PPD,2022,SP,AY22
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,51479D,593.0,TBA,,30.0,15.0,Kelly Rawlings,20221,PPD,2022,SP,AY22
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,51480D,593.0,TBA,,25.0,18.0,Kelly Rawlings Adrianne Ward,20221,PPD,2022,SP,AY22
PPD-546,Capstone in Public Administration,4.0,Lecture,51265D,1.0,6:00-9:20pm,Wednesday,15.0,18.0,William Resh,20221,PPD,2022,SP,AY22
PPD-546,Capstone in Public Administration,4.0,Lecture,51383D,597.0,6:00-9:20pm,Monday,15.0,13.0,Peter Robertson,20221,PPD,2022,SP,AY22
PPD-546,Capstone in Public Administration,4.0,Lecture,51401D,530.0,TBA,,20.0,10.0,Lois Takahashi,20221,PPD,2022,SP,AY22
PPD-546,Capstone in Public Administration,4.0,Lecture,51470D,593.0,TBA,,25.0,22.0,Adam James,20221,PPD,2022,SP,AY22
PPD-546,Capstone in Public Administration,4.0,Lecture,51503D,1.0,2:00-5:20pm,Monday,15.0,16.0,Donald Morgan,20221,PPD,2022,SP,AY22
PPD-546,Capstone in Public Administration,4.0,Lecture,51504D,1.0,6:00-9:20pm,Thursday,15.0,16.0,Nicole Esparza,20221,PPD,2022,SP,AY22
PPD-555,Public Policy Formulation and Implementation,4.0,Lecture,51287D,1.0,2:00-5:20pm,Tuesday,26.0,25.0,Pamela Mccann,20221,PPD,2022,SP,AY22
PPD-555,Public Policy Formulation and Implementation,4.0,Lecture,51354D,785.0,2:00-5:20pm,Tuesday,20.0,17.0,Jeffrey Wasserman,20221,PPD,2022,SP,AY22
PPD-555,Public Policy Formulation and Implementation,4.0,Lecture,51471D,593.0,TBA,,30.0,24.0,Marcie Paolinelli,20221,PPD,2022,SP,AY22
PPD-555,Public Policy Formulation and Implementation,4.0,Lecture,51501D,1.0,6:00-9:20pm,Wednesday,30.0,24.0,Grace Eng Nadel,20221,PPD,2022,SP,AY22
PPD-555,Public Policy Formulation and Implementation,4.0,Lecture,51525D,1.0,2:00-5:20pm,Wednesday,33.0,32.0,Pamela Mccann,20221,PPD,2022,SP,AY22
PPD-558,Multivariate Statistical Analysis,4.0,Lecture,51283D,1.0,2:00-5:20pm,Tuesday,36.0,25.0,Julie Zissimopoulos,20221,PPD,2022,SP,AY22
PPD-560,Methods for Policy Analysis,4.0,Lecture,51224D,1.0,6:00-9:20pm,Thursday,29.0,28.0,T.J. Mccarthy,20221,PPD,2022,SP,AY22
PPD-560,Methods for Policy Analysis,4.0,Lecture,51267D,1.0,2:00-5:20pm,Tuesday,28.0,28.0,Mark Phillips,20221,PPD,2022,SP,AY22
PPD-560,Methods for Policy Analysis,4.0,Lecture,51524D,1.0,2:00-5:20pm,Wednesday,29.0,29.0,T.J. Mccarthy,20221,PPD,2022,SP,AY22
PPD-561b,Policy Analysis Practicum,3.0,Lecture,51225D,1.0,9:00-11:50am,Friday,57.0,57.0,Juliet Musso Grace Bahng Gary Painter,20221,PPD,2022,SP,AY22
PPD-569,Applied International Policy Analysis and Management Project,4.0,Lecture,51353D,785.0,8:30-11:50am,Monday,14.0,14.0,Rym Kaki,20221,PPD,2022,SP,AY22
PPD-582,Transportation System Security and Emergency Management,4.0,Lecture,29818R,48.0,6:00-9:20pm,Wednesday,20.0,10.0,Shahed Rowshan,20221,PPD,2022,SP,AY22
PPD-587,Risk Analysis,4.0,Lecture,51264R,1.0,6:00-9:20pm,Tuesday,32.0,16.0,Ali Abbas,20221,PPD,2022,SP,AY22
PPD-590,Directed Research,1.0-12.0 units,Lecture,51227D,1.0,-,,20.0,8.0,Samantha Malisos,20221,PPD,2022,SP,AY22
PPD-594b,Master's Thesis,2.0,Lecture,51229R,1.0,-,,10.0,1.0,Samantha Malisos,20221,PPD,2022,SP,AY22
PPD-596,Internship for Curricular Practical Training,"1.0-3.0 units, max 3",Lecture,51291D,1.0,-,,20.0,3.0,Valerie Savior,20221,PPD,2022,SP,AY22
PPD-599,Special Topics,"2.0-8.0 units, max 8",,,,,,,,,20221,PPD,2022,SP,AY22
PPD-599,Data Visualization for Policy Analysis,4.0,Lecture,51520R,1.0,2:00-5:20pm,Monday,32.0,27.0,Grace Bahng,20221,PPD,2022,SP,AY22
PPD-599,Foundations of Environmental Policy,4.0,Lecture,51521D,1.0,2:00-5:20pm,Monday,34.0,31.0,Antonio Bento,20221,PPD,2022,SP,AY22
PPD-599,"Planning for Resilience: Natural Hazards, Climate Risks, and Vulnerability",4.0,Lecture,51522R,1.0,2:00-5:20pm,Tuesday,32.0,10.0,Santina Contreras,20221,PPD,2022,SP,AY22
PPD-600,Management of Managed Care Organizations,2.0,Lecture,51304R,790.0,TBA,,33.0,25.0,Denny Hooten,20221,PPD,2022,SP,AY22
PPD-604,Seminar in Hospital Administration,4.0,Lecture,51307R,790.0,TBA,,20.0,9.0,Victor Pena,20221,PPD,2022,SP,AY22
PPD-625,Planning and Economic Development Finance,4.0,Lecture,51237R,1.0,6:00-9:20pm,Wednesday,40.0,35.0,Ben Feingold,20221,PPD,2022,SP,AY22
PPD-627,Design Skills for Urban Planners,4.0,Lecture,51262R,1.0,6:00-9:20pm,Wednesday,35.0,22.0,Todd Larner,20221,PPD,2022,SP,AY22
PPD-629,Capstone in Urban Planning,4.0,Lecture,51509D,1.0,2:00-5:20pm,Thursday,22.0,21.0,Deepak Bahl,20221,PPD,2022,SP,AY22
PPD-629,Capstone in Urban Planning,4.0,Lecture,51510D,1.0,6:00-9:20pm,Thursday,22.0,20.0,Clare Kelley,20221,PPD,2022,SP,AY22
PPD-631,"Geographic Information Systems for Policy, Planning, and Development",2.0,Lecture,51308R,790.0,TBA,,20.0,13.0,Barry Waite Bonnie Shrewsbury,20221,PPD,2022,SP,AY22
PPD-641,"Leading Individuals, Groups and Teams",4.0,Lecture,51450D,533.0,TBA,,20.0,17.0,Carol Geffner,20221,PPD,2022,SP,AY22
PPD-651,Seminar in the Administration of Local Government,4.0,Lecture,51231R,1.0,6:00-9:20pm,Monday,32.0,14.0,Carl Alameda,20221,PPD,2022,SP,AY22
PPD-651,Seminar in the Administration of Local Government,4.0,Lecture,51473D,593.0,TBA,,25.0,19.0,Matthew Wheeler,20221,PPD,2022,SP,AY22
PPD-651,Seminar in the Administration of Local Government,4.0,Lecture,51474D,593.0,TBA,,25.0,19.0,Matthew Wheeler,20221,PPD,2022,SP,AY22
PPD-672,Collaborative Governance,4.0,Lecture,51475D,593.0,TBA,,25.0,21.0,William Leach,20221,PPD,2022,SP,AY22
PPD-672,Collaborative Governance,4.0,Lecture,51500R,1.0,6:00-9:20pm,Thursday,25.0,25.0,Frank Zerunyan,20221,PPD,2022,SP,AY22
PPD-673,Strategic Planning in the Public Sector,4.0,Lecture,51310R,790.0,TBA,,15.0,10.0,Rick Culley,20221,PPD,2022,SP,AY22
PPD-673,Strategic Planning in the Public Sector,4.0,Lecture,51382R,597.0,6:00-9:20pm,Tuesday,20.0,13.0,Tara Blanc,20221,PPD,2022,SP,AY22
PPD-673,Strategic Planning in the Public Sector,4.0,Lecture,51476D,593.0,TBA,,25.0,23.0,Tara Blanc,20221,PPD,2022,SP,AY22
PPD-675,Nonprofit Management and Leadership,4.0,Lecture,51271R,1.0,6:00-9:20pm,Monday,26.0,12.0,Nicole Esparza,20221,PPD,2022,SP,AY22
PPD-677,International Development Administration,4.0,Lecture,51244R,1.0,6:00-9:20pm,Monday,32.0,15.0,Rym Kaki,20221,PPD,2022,SP,AY22
PPD-686,U.S. Immigration Policy,4.0,Lecture,51274R,1.0,2:00-5:20pm,Thursday,32.0,11.0,Roberto Suro,20221,PPD,2022,SP,AY22
PPD-689,The Nonprofit Sector and Philanthropy,4.0,Lecture,51477D,593.0,TBA,,25.0,15.0,Kelly Rawlings,20221,PPD,2022,SP,AY22
PPD-690,Alternative Dispute Resolution,4.0,Lecture,51301R,790.0,TBA,,24.0,22.0,Helena Goto,20221,PPD,2022,SP,AY22
PPD-697,Cultural Proficiency in Health Management and Policy,2.0,Lecture,51282R,1.0,6:00-7:50pm,Tuesday,27.0,23.0,Lavonna Lewis,20221,PPD,2022,SP,AY22
PPD-700,Teaching Seminar,2.0,Lecture,51292D,1.0,12:00-1:50pm,Friday,13.0,13.0,Juliet Musso,20221,PPD,2022,SP,AY22
PPD-710b,Research Seminar,2.0,Lecture,51284D,1.0,2:00-3:50pm,Wednesday,13.0,13.0,Dowell Myers,20221,PPD,2022,SP,AY22
PPD-790,Research,"1.0-12.0 units, max 18",Lecture,51252D,1.0,TBA,,25.0,13.0,Samantha Malisos,20221,PPD,2022,SP,AY22
PPD-790,Research,"1.0-12.0 units, max 18",Lecture,51253D,1.0,TBA,,10.0,2.0,Samantha Malisos,20221,PPD,2022,SP,AY22
PPD-794a,Doctoral Dissertation,2.0,Lecture,51254D,1.0,TBA,,10.0,1.0,Juliet Musso,20221,PPD,2022,SP,AY22
PPD-794b,Doctoral Dissertation,2.0,Lecture,51255D,1.0,TBA,,12.0,10.0,Juliet Musso,20221,PPD,2022,SP,AY22
PPD-794c,Doctoral Dissertation,2.0,Lecture,51256D,1.0,TBA,,10.0,2.0,Juliet Musso,20221,PPD,2022,SP,AY22
PPD-794d,Doctoral Dissertation,2.0,Lecture,51257D,1.0,TBA,,11.0,9.0,Juliet Musso,20221,PPD,2022,SP,AY22
PPD-794z,Doctoral Dissertation,0.0,Lecture,51258D,1.0,TBA,,15.0,14.0,Juliet Musso,20221,PPD,2022,SP,AY22
PPDE-505,Professional Workshop in Public Administration,2.0,Lecture,50907D,1.0,6:00-7:50pm,Thursday,20.0,18.0,Laura Wittcoff,20221,PPDE,2022,SP,AY22
PPDE-505,Professional Workshop in Public Administration,2.0,Lecture,50908D,1.0,6:00-7:50pm,Wednesday,20.0,18.0,Jonathan Speier,20221,PPDE,2022,SP,AY22
PPDE-505,Professional Workshop in Public Administration,2.0,Lecture,50991D,530.0,TBA,,32.0,32.0,Tara Blanc,20221,PPDE,2022,SP,AY22
PPDE-505,Professional Workshop in Public Administration,2.0,Lecture,51054D,790.0,TBA,,25.0,18.0,Eric Alegria,20221,PPDE,2022,SP,AY22
PPDE-580,Social Innovation,4.0,Lecture,50900R,1.0,6:00-9:20pm,Monday,26.0,14.0,Gary Painter,20221,PPDE,2022,SP,AY22
PPDE-610,Population Health Management,2.0,Lecture,51055R,790.0,TBA,,25.0,10.0,Ellen Rudy,20221,PPDE,2022,SP,AY22
PPDE-613,Analytics and Operations for Healthcare Management,2.0,Lecture,51057R,790.0,TBA,,43.0,41.0,Dan Mirakhor Antoinne Harris,20221,PPDE,2022,SP,AY22
PPDE-613,Analytics and Operations for Healthcare Management,2.0,Lecture,51058R,790.0,TBA,,45.0,43.0,Salem Hawatmeh Antoinne Harris,20221,PPDE,2022,SP,AY22
PPDE-628,Introduction to Lean Health Care,2.0,Lecture,51052R,790.0,TBA,,20.0,12.0,Trent Lim,20221,PPDE,2022,SP,AY22
PPDE-634,"Methodology, Methods and Tools for Urban Sustainability",2.0-4.0 units,Lecture,50901R,1.0,6:00-9:20pm,Monday,40.0,28.0,Elizabeth Crosson Lauren Faber,20221,PPDE,2022,SP,AY22
PPDE-635,Housing and Land Use in Rapidly Urbanizing Regions,4.0,Lecture,50903R,1.0,6:00-9:20pm,Wednesday,30.0,14.0,Annette Kim,20221,PPDE,2022,SP,AY22
PPDE-637,Urban Mass Transit,4.0,Lecture,50926R,1.0,2:00-5:20pm,Wednesday,32.0,25.0,Lisa Schweitzer,20221,PPDE,2022,SP,AY22
PPDE-638,"Race, Arts, and Placemaking",4.0,Lecture,50928R,1.0,2:00-5:20pm,Wednesday,35.0,6.0,Annette Kim,20221,PPDE,2022,SP,AY22
PPDE-641,Art and the City,4.0,Lecture,50916R,1.0,6:00-9:20pm,Monday,30.0,17.0,Katherine Bray-Simons,20221,PPDE,2022,SP,AY22
PPDE-644,Land Use and Transportation Planning,4.0,Lecture,50904R,1.0,2:00-5:20pm,Monday,30.0,30.0,Marlon Boarnet,20221,PPDE,2022,SP,AY22
PPDE-647,Civic Engagement in Governance,4.0,Lecture,50990R,530.0,6:00-9:20pm,Thursday,28.0,24.0,Mindy Romero,20221,PPDE,2022,SP,AY22
PPDE-648,Performance Management,4.0,Lecture,50917R,1.0,6:00-9:20pm,Wednesday,32.0,6.0,John Drake,20221,PPDE,2022,SP,AY22
PPDE-668,Applied Econometrics for Program Evaluation,4.0,Lecture,50910D,1.0,2:00-5:20pm,Thursday,32.0,26.0,T.J. Mccarthy,20221,PPDE,2022,SP,AY22
PPDE-671,Economic Analysis of Education Policy,4.0,Lecture,50919R,1.0,6:00-9:20pm,Tuesday,24.0,16.0,Andrew Mc Eachin,20221,PPDE,2022,SP,AY22
PPDE-672,An Exploration of the Intelligence Community - from Policy to Cyber Espionage,4.0,Lecture,50923R,1.0,6:00-9:20pm,Wednesday,31.0,15.0,Michael Orosz,20221,PPDE,2022,SP,AY22
PPDE-680,Board Governance and Leadership,2.0,Lecture,50912R,1.0,6:00-7:50pm,Wednesday,26.0,19.0,Claire Peeps,20221,PPDE,2022,SP,AY22
PPDE-681,Fund Development for Nonprofit Organizations,4.0,Lecture,50913R,1.0,6:00-9:20pm,Tuesday,26.0,22.0,Carole King,20221,PPDE,2022,SP,AY22
PLUS-652,"Place, Institutions, and Governance",4.0,Lecture,51558D,1.0,TBA,,18.0,16.0,William Leach,20221,PLUS,2022,SP,AY22
PLUS-660,Economics of a Productive Development - A Public/Private Perspective,3.0,Lecture,51531D,919.0,5:30-6:45pm,Wednesday,25.0,7.0,Roger Moliere Elizabeth Falletta,20221,PLUS,2022,SP,AY22
PLUS-661,Politics and Process of Urban Development,2.0,Lecture,51533D,919.0,5:30-6:30pm,Monday,25.0,7.0,Marcia Jensen,20221,PLUS,2022,SP,AY22
PLUS-662,Planning and Development Case Study,1.0,Lecture,51580D,545.0,TBA,,25.0,8.0,Sherry Okun-Rudnak,20221,PLUS,2022,SP,AY22
PLUS-663,Designing Livable Environments I,1.0,Lecture,51581D,545.0,TBA,,25.0,8.0,Kamille Parks,20221,PLUS,2022,SP,AY22
PLUS-664,Urban Political Economy and Urban Development,2.0,Lecture,51534D,919.0,5:30-6:30pm,Thursday,25.0,10.0,Donald Spivack,20221,PLUS,2022,SP,AY22
PLUS-665,Economics for a Productive City,3.0,Lecture,51536D,919.0,5:30-6:45pm,Monday,25.0,10.0,Eric Heikkila,20221,PLUS,2022,SP,AY22
PLUS-667,Effective Engagement with Stakeholders,3.0,Lecture,51537D,919.0,5:30-6:45pm,Wednesday,25.0,8.0,Jackie Illum,20221,PLUS,2022,SP,AY22
PLUS-668,Big Data for Planning and Development,2.0,Lecture,51538D,919.0,5:30-6:30pm,Tuesday,25.0,10.0,John Cho,20221,PLUS,2022,SP,AY22
PLUS-669,Designing Livable Environments II,1.0,Lecture,51582D,545.0,TBA,,25.0,19.0,Catherine Saez,20221,PLUS,2022,SP,AY22
PLUS-670,Communicating Data for Planning and Development,1.0,Lecture,51583D,545.0,TBA,,25.0,19.0,Andrzej Rutkowski,20221,PLUS,2022,SP,AY22
PLUS-694b,"Planning, Design and Development Professional Dissertation",2.0,Lecture,51551D,1.0,TBA,,18.0,8.0,Peter Robertson,20221,PLUS,2022,SP,AY22
PLUS-694d,"Planning, Design and Development Professional Dissertation",2.0,Lecture,51553D,1.0,TBA,,18.0,6.0,Juliet Musso,20221,PLUS,2022,SP,AY22
RED-200,Introduction to Real Estate,4.0,Lecture,51671R,1.0,10:00-11:50am,"Mon, Wed",100.0,77.0,John Loper,20221,RED,2022,SP,AY22
RED-200,Introduction to Real Estate,4.0,Lecture,51674R,1.0,6:00-9:20pm,Monday,80.0,77.0,Mark Zikakis,20221,RED,2022,SP,AY22
RED-201,Real Estate Career Seminar,2.0,Lecture,51672D,1.0,6:00-7:50pm,Wednesday,35.0,32.0,Garland Fuller,20221,RED,2022,SP,AY22
RED-325,Introduction to Finance in Cities,4.0,Lecture,51670R,1.0,2:00-3:50pm,"Mon, Wed",50.0,43.0,John Loper,20221,RED,2022,SP,AY22
RED-351,Land Use Regulation,4.0,Lecture,51666R,1.0,6:00-9:20pm,Wednesday,30.0,28.0,Silvia Saucedo,20221,RED,2022,SP,AY22
RED-362,Real Estate Development Fundamentals,4.0,Lecture,51650R,1.0,8:00-9:50am,"Tue, Thu",55.0,51.0,Mary Lynne Boorn,20221,RED,2022,SP,AY22
RED-362,Real Estate Development Fundamentals,4.0,Lecture,51651R,1.0,12:00-1:50pm,"Tue, Thu",55.0,48.0,Jorge De la Roca,20221,RED,2022,SP,AY22
RED-375,Real Estate Development Analysis,4.0,Lecture,51652R,1.0,8:30-11:50am,Friday,25.0,25.0,John Loper,20221,RED,2022,SP,AY22
RED-375,Real Estate Development Analysis,4.0,Lecture,51663R,1.0,10:00-11:50am,"Mon, Wed",28.0,27.0,Moussa Diop,20221,RED,2022,SP,AY22
RED-398,Shaping Cities Through Real Estate,"2.0-4.0 units, max 8",,,,,,,,,20221,RED,2022,SP,AY22
RED-398,Retail Properties,4.0,Lecture,51661R,1.0,6:00-9:20pm,Thursday,30.0,30.0,Bret Nielsen,20221,RED,2022,SP,AY22
RED-398,Residential Properties,4.0,Lecture,51662R,1.0,6:00-9:20pm,Monday,30.0,28.0,Aleks Baharlo,20221,RED,2022,SP,AY22
RED-417,History of Planning and Development,4.0,Lecture,51653R,1.0,10:00-11:50am,"Tue, Thu",55.0,52.0,Cara Mullio,20221,RED,2022,SP,AY22
RED-417,History of Planning and Development,4.0,Lecture,51657R,1.0,4:00-5:50pm,"Tue, Thu",55.0,53.0,David Sloane,20221,RED,2022,SP,AY22
RED-425,Designing Livable Communities,4.0,Lecture,51654R,1.0,6:00-9:20pm,Thursday,25.0,18.0,Zerik Scales,20221,RED,2022,SP,AY22
RED-425,Designing Livable Communities,4.0,Lecture,51655R,1.0,12:00-1:50pm,"Mon, Wed",25.0,24.0,Elizabeth Falletta,20221,RED,2022,SP,AY22
RED-425,Designing Livable Communities,4.0,Lecture,51656R,1.0,6:00-9:20pm,Wednesday,25.0,25.0,Meaghan Pohl,20221,RED,2022,SP,AY22
RED-435,Analyzing Real Estate Markets,4.0,Lecture,51664R,1.0,12:00-1:50pm,"Tue, Thu",35.0,35.0,Mary Lynne Boorn,20221,RED,2022,SP,AY22
RED-435,Analyzing Real Estate Markets,4.0,Lecture,51667R,1.0,6:00-9:20pm,Monday,27.0,25.0,William Fishel Matthew Stewart,20221,RED,2022,SP,AY22
RED-437,Advanced Finance and Investment for Real Estate Development,4.0,Lecture,51658R,1.0,6:00-9:20pm,Monday,20.0,23.0,Nathan Munson,20221,RED,2022,SP,AY22
RED-437,Advanced Finance and Investment for Real Estate Development,4.0,Lecture,51668R,1.0,8:00-9:50am,"Tue, Thu",25.0,22.0,Spencer Couts,20221,RED,2022,SP,AY22
RED-500,Real Estate Development and the Economy,2.0,Lecture,51619D,38.0,12:00-1:50pm,Wednesday,20.0,19.0,Mott Smith,20221,RED,2022,SP,AY22
RED-510,Real Estate Practice and Principles,4.0,Lecture,51622D,38.0,6:00-9:30pm,Monday,30.0,31.0,Joel Bryant,20221,RED,2022,SP,AY22
RED-512,Real Estate Project Analysis,4.0,Lecture,51621D,38.0,6:00-9:30pm,Monday,30.0,13.0,Terri Dickerhoff,20221,RED,2022,SP,AY22
RED-545,Advanced Real Estate and Financial Modeling,2.0,Lecture,51600D,38.0,-,,20.0,11.0,Ehud Mouchly,20221,RED,2022,SP,AY22
RED-546,Applications of Real Estate Finance to Problems of Development,3.0,Lecture,51601D,38.0,6:00-8:50pm,Tuesday,20.0,11.0,Christian Redfearn,20221,RED,2022,SP,AY22
RED-546,Applications of Real Estate Finance to Problems of Development,3.0,Lecture,51620D,38.0,2:00-4:50pm,Thursday,25.0,19.0,Christian Redfearn,20221,RED,2022,SP,AY22
RED-546,Applications of Real Estate Finance to Problems of Development,3.0,Lab,51602R,38.0,2:00-3:50pm,Tuesday,25.0,13.0,Iain Gulin,20221,RED,2022,SP,AY22
RED-546,Applications of Real Estate Finance to Problems of Development,3.0,Lab,51603R,38.0,4:00-5:50pm,Tuesday,25.0,17.0,Iain Gulin,20221,RED,2022,SP,AY22
RED-562,Legal Issues in Real Estate Development,4.0,Lecture,51605D,38.0,6:00-9:20pm,Monday,10.0,11.0,Kevin Fields,20221,RED,2022,SP,AY22
RED-563,Introduction to the Asset Management of Real Estate,2.0,Lecture,51606D,38.0,8:00-9:50am,Tuesday,27.0,27.0,Stanley Iezman,20221,RED,2022,SP,AY22
RED-575L,Community Design and Site Planning,"2.0-4.0 units, max 8",Lecture,51607D,38.0,2:00-5:20pm,Monday,20.0,19.0,Carl Meyer Steven Kellenberg Shawn Godkin,20221,RED,2022,SP,AY22
RED-575L,Community Design and Site Planning,"2.0-4.0 units, max 8",Lecture,51608D,38.0,6:00-9:20pm,Monday,20.0,11.0,Carl Meyer Steven Kellenberg Shawn Godkin,20221,RED,2022,SP,AY22
RED-575L,Community Design and Site Planning,"2.0-4.0 units, max 8",Lab,51610R,38.0,TBA,,50.0,30.0,Shawn Godkin,20221,RED,2022,SP,AY22
RED-590,Directed Research,1.0-12.0 units,Lecture,51612D,38.0,TBA,,10.0,7.0,Samantha Malisos,20221,RED,2022,SP,AY22
RED-598,Real Estate Product Development,"2.0-4.0 units, max 12",,,,,,,,,20221,RED,2022,SP,AY22
RED-598,Multi-Family Development,2.0,Lecture,51618D,38.0,6:00-7:50pm,Wednesday,30.0,30.0,Christopher Payne,20221,RED,2022,SP,AY22
RED-598,Hotel/Resort/Timeshare Development,2.0,Lecture,51626D,38.0,4:00-5:50pm,Wednesday,20.0,12.0,Bruce Baltin,20221,RED,2022,SP,AY22
RED-598,Retail Development,2.0,Lecture,51627D,38.0,6:00-7:50pm,Thursday,28.0,28.0,Jeffrey Kreshek,20221,RED,2022,SP,AY22
HMGT-540,"Health Economics, Financing and Reimbursement",4.0,Lecture,51712D,820.0,TBA,,20.0,13.0,Ian Spatz,20221,HMGT,2022,SP,AY22
HMGT-540,"Health Economics, Financing and Reimbursement",4.0,Lecture,51713D,820.0,TBA,,12.0,7.0,Paul Ginsburg,20221,HMGT,2022,SP,AY22
HMGT-565,Managing the Organization's Financial Health,4.0,Lecture,51714D,820.0,TBA,,34.0,28.0,Lisa Ozaeta,20221,HMGT,2022,SP,AY22
HMGT-565,Managing the Organization's Financial Health,4.0,Lecture,51715D,820.0,TBA,,15.0,12.0,Lisa Ozaeta,20221,HMGT,2022,SP,AY22
HMGT-570,Strategic Management,4.0,Lecture,51716D,820.0,TBA,,22.0,19.0,Michael Nichol,20221,HMGT,2022,SP,AY22
HMGT-575,Managing and Improving Health,4.0,Lecture,51718D,820.0,TBA,,30.0,26.0,Glenn Melnick,20221,HMGT,2022,SP,AY22
HMGT-575,Managing and Improving Health,4.0,Lecture,51719D,820.0,TBA,,20.0,14.0,Glenn Melnick,20221,HMGT,2022,SP,AY22
HMGT-600,Managing Risk,2.0,Lecture,51721D,820.0,TBA,,10.0,7.0,Michael Harris,20221,HMGT,2022,SP,AY22
HMGT-602,Operational Efficiency Processes in Health Care Organizations,2.0,Lecture,51722D,820.0,TBA,,20.0,16.0,Stanley Augustine,20221,HMGT,2022,SP,AY22
