name,title,authors,publication_info,citation,year,link,fields,type
Moussa Diop,Public Use or Abuse? The Use of Eminent Domain for Economic Development in the Era of Kelo,"M Diop, SP Lanza, TJ Miceli, CF Sirmans","University of Connecticut Department of Economics Working Paper, 2010",4,2010,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=54PO23cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=54PO23cAAAAJ:u5HHmVD_uO8C,"['Authors', 'Publication date', 'Journal', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,Long covid and mental and physical health: A cross‐sectional study of adults in California,"TB Mason, TK Knight, R Lee, SE Herzig, D Meeker, JN Doctor","Public Health Challenges 3 (1), e152, 2024",,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:CaZNVDsoPx4C,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Description', 'Scholar articles']",Journal
Jason Doctor,Risk preferences over health: Empirical estimates and implications for medical decision-making,"K Mulligan, D Baid, JN Doctor, CE Phelps, DN Lakdawalla","Journal of Health Economics 94, 102857, 2024",,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:buQ7SEKw-1sC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Pages', 'Publisher', 'Description', 'Scholar articles']",Journal
Jason Doctor,Antibiotic prescribing for acute respiratory infections during the coronavirus disease 2019 (COVID-19) pandemic: Patterns in a nationwide telehealth service provider,"JA Linder, SD Persell, MA Kelley, M Friedberg, NJ Goldstein, TK Knight, ...","Infection Control & Hospital Epidemiology, 1-4, 2024",,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:lgwcVrK6X84C,"['Authors', 'Publication date', 'Journal', 'Pages', 'Publisher', 'Description', 'Scholar articles']",Journal
Jason Doctor,Reducing care overuse in older patients using professional norms and accountability: a cluster randomized controlled trial,"SD Persell, LC Petito, JY Lee, D Meeker, JN Doctor, NJ Goldstein, CR Fox, ...","Annals of Internal Medicine, 2024",1,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:48xauSegjOkC,"['Authors', 'Publication date', 'Journal', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,Use of Telehealth Information for Early Detection: Insights From the COVID-19 Pandemic,"S Haenchen, B McCabe, WJ Mack, JN Doctor, JA Linder, SD Persell, ...","American Journal of Public Health 114 (2), 218-225, 2024",,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:ALROH1vI_8AC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Scholar articles']",Journal
Jason Doctor,A randomized trial looking at planning prompts to reduce opioid prescribing,"JN Doctor, MA Kelley, NJ Goldstein, J Lucas, T Knight, EP Stewart","Nature Communications 15 (1), 263, 2024",,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:otzGkya1bYkC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Scholar articles']",Journal
Jason Doctor,Comment on:“Patient perceptions of opioids and benzodiazepines and attitudes toward deprescribing”,"AV Langford, CR Schneider, E Reeve, JN Doctor, D Gnjidic","Drugs & Aging, 1-2, 2024",1,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:QD3KBmkZPeQC,"['Authors', 'Publication date', 'Journal', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,Context matters: using an Evidence to Decision (EtD) framework to develop and encourage uptake of opioid deprescribing guideline recommendations at the point-of-care,"AV Langford, L Bero, CWC Lin, FM Blyth, JN Doctor, S Holliday, YH Jeon, ...","Journal of Clinical Epidemiology 165, 111204, 2024",,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:uDGL6kOW6j0C,"['Authors', 'Publication date', 'Journal', 'Volume', 'Pages', 'Publisher', 'Description', 'Scholar articles']",Journal
Jason Doctor,"Centers for Disease Control and Prevention Guideline for Prescribing Opioids, 2022—need for integrating dosing benchmarks with shared decision-making","MD Sullivan, JA Linder, JN Doctor","JAMA internal medicine 183 (9), 899-900, 2023",3,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:F1b5ZUV5XREC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,Risk Preferences Over Health: Empirical Estimates and Implications for Healthcare Decision-Making,"K Mulligan, D Baid, JN Doctor, CE Phelps, DN Lakdawalla","National Bureau of Economic Research, 2023",,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:4X0JR2_MtJMC,"['Authors', 'Publication date', 'Issue', 'Publisher', 'Description', 'Scholar articles']",Book
Jason Doctor,Nudging Opioid Prescribing Post-Surgery: A Cluster-Randomized Controlled Trial,"Z Wagner, S Yan, A Kirkegaard, L Mariano, C Brummett, D Meeker, ...","2023 Annual Research Meeting, 2023",,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:2tRrZ1ZAMYUC,"['Authors', 'Publication date', 'Journal', 'Publisher', 'Scholar articles']",Journal
Jason Doctor,Clinical practice guideline for deprescribing opioid analgesics: summary of recommendations,"AV Langford, CCW Lin, L Bero, FM Blyth, J Doctor, S Holliday, YH Jeon, ...","Medical Journal of Australia, 2023",9,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:Bg7qf7VwUHIC,"['Authors', 'Publication date', 'Journal', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,Nudging Opioid Prescribing Post-Surgery: A Cluster-Randomized Controlled Trial,"T Nguyen, Z Wagner, XS Yan, A Kirkegaard, L Mariano, C Brummett, ...","ASHEcon 2023 Conference, 2023",,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:PVgj2kMGcgYC,"['Authors', 'Publication date', 'Journal', 'Publisher', 'Scholar articles']",Journal
Jason Doctor,Clinician Job Satisfaction After Peer Comparison Feedback: A Secondary Analysis of a Randomized Clinical Trial,"JN Doctor, NJ Goldstein, CR Fox, JA Linder, SD Persell, EP Stewart, ...","JAMA Network Open 6 (6), e2317379-e2317379, 2023",,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:BJbdYPG6LGMC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Scholar articles']",Journal
Jason Doctor,"Privacy-protecting, reliable response data discovery using COVID-19 patient observations (vol 28, pg 1765, 2021)","J Kim, L Neumann, P Paul, ME Day, M Aratow, DS Bell, JN Doctor, ...","JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION, 2023",,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:artPoR2Yc-kC,"['Authors', 'Publication date', 'Journal', 'Publisher', 'Scholar articles']",Journal
Jason Doctor,Addressing unmeasured confounding bias with a prior knowledge guided approach: coronary artery bypass grafting (CABG) versus percutaneous coronary intervention (PCI) in …,"L Duan, MS Lee, JN Doctor, JL Adams","Health Services and Outcomes Research Methodology 23 (1), 59-79, 2023",,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:KbBQZpvPDL4C,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Scholar articles']",Journal
Jason Doctor,Effect of Prescriber Notifications of Patient’s Fatal Overdose on Opioid Prescribing at 4 to 12 Months: A Randomized Clinical Trial,"JN Doctor, E Stewart, R Lev, J Lucas, T Knight, A Nguyen, M Menchine","JAMA Network Open 6 (1), e2249877-e2249877, 2023",1,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:fbc8zXXH2BUC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,Cross-sectional study examining household factors associated with SARS-CoV-2 seropositivity in low-income children in Los Angeles,"JN Doctor, AH Berg, TK Knight, M Kadono, E Stewart, R Sonik, ...","BMJ open 13 (5), 2023",1,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:tH6gc1N1XXoC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,Development and pilot testing of EHR-nudges to reduce overuse in older primary care patients,"TA Rowe, T Brown, JY Lee, JA Linder, D Meeker, JN Doctor, NJ Goldstein, ...","Archives of Gerontology and Geriatrics 104, 104794, 2023",3,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:HtS1dXgVpQUC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,"Corrigendum to"" The protocol of Improving Safe Antibiotic Prescribing in Telehealth: A randomized trial [Contemporary Clin Trials, Volume 119 (2022), p. 1/106834]","BK McCabe, JA Linder, JN Doctor, M Friedberg, CR Fox, NJ Goldstein, ...","Contemporary clinical trials 121, 106927, 2022",,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:GFxP56DSvIMC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Pages', 'Description', 'Scholar articles']",Journal
Jason Doctor,Association of fatal overdose notification letters with prescription of benzodiazepines: secondary analysis of a randomized clinical trial,"MA Kelley, R Lev, J Lucas, T Knight, E Stewart, M Menchine, JN Doctor","JAMA Internal Medicine 182 (10), 1099-1100, 2022",4,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:a3BOlSfXSfwC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,A Qualitative Description of Clinician Free-Text Rationales Entered within Accountable Justification Interventions,"T Brown, B Zelch, JY Lee, JN Doctor, JA Linder, MD Sullivan, ...","Applied Clinical Informatics 13 (04), 820-827, 2022",,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:P7Ujq4OLJYoC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Scholar articles']",Journal
Jason Doctor,The protocol of improving safe antibiotic prescribing in telehealth: A randomized trial,"BK McCabe, JA Linder, JN Doctor, M Friedberg, CR Fox, NJ Goldstein, ...","Contemporary Clinical Trials 119, 106834, 2022",,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:fFSKOagxvKUC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Pages', 'Publisher', 'Description', 'Scholar articles']",Journal
Jason Doctor,Development of high-risk geriatric polypharmacy electronic clinical quality measures and a pilot test of EHR nudges based on these measures,"SD Persell, T Brown, JN Doctor, CR Fox, NJ Goldstein, SM Handler, ...","Journal of general internal medicine 37 (11), 2777-2785, 2022",4,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:HIFyuExEbWQC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,Opioid and Naloxone prescribing following insertion of prompts in the electronic health record to encourage compliance with California State Opioid law,"L Duan, MS Lee, JL Adams, AL Sharp, JN Doctor","JAMA Network Open 5 (5), e229723-e229723, 2022",9,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:bKqednn6t2AC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,Effect of peer benchmarking on specialist electronic consult performance in a los angeles safety-net: a cluster randomized trial,"Behavioral Economics and eConsult Steering Committee, D Meeker, ...","Journal of general internal medicine, 1-8, 2022",2,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:mlAyqtXpCwEC,"['Authors', 'Publication date', 'Journal', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,Knowledge translation and the opioid crisis,"JN Doctor, MD Sullivan","American Journal of Public Health 112 (S1), S15-S17, 2022",1,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:mNrWkgRL2YcC,"['Authors', 'Publication date', 'Source', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,A pilot intervention combining assessment and feedback with communication training and behavioral nudges to increase HPV vaccine uptake,"A Bradley-Ewing, BR Lee, JN Doctor, G Meredith, K Goggin, A Myers","Human Vaccines & Immunotherapeutics 18 (1), 1885968, 2022",4,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:_5tno0g5mFcC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,Design of Behavioral Economic Applications to Geriatrics Leveraging Electronic Health Records (BEAGLE): a pragmatic cluster randomized controlled trial,"T Brown, TA Rowe, JY Lee, LC Petito, R Chmiel, JD Ciolino, JN Doctor, ...","Contemporary Clinical Trials 112, 106649, 2022",6,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:dBIO0h50nwkC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,The protocol of the Application of Economics & Social psychology to improve Opioid Prescribing Safety trial 2 (AESOPS-2): Availability of opioid harm,"MA Kelley, SD Persell, JA Linder, MW Friedberg, D Meeker, CR Fox, ...","Contemporary Clinical Trials 112, 106650, 2022",1,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:QYdC8u9Cj1oC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,Opioid-related deaths before and after COVID-19 stay-at-home orders in Los Angeles County,"MA Kelley, J Lucas, E Stewart, D Goldman, JN Doctor","Drug and alcohol dependence 228, 109028, 2021",14,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:IRz6iEL74y4C,"['Authors', 'Publication date', 'Journal', 'Volume', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,"Privacy-protecting, reliable response data discovery using COVID-19 patient observations","J Kim, L Neumann, P Paul, ME Day, M Aratow, DS Bell, JN Doctor, ...","Journal of the American Medical Informatics Association 28 (8), 1765-1776, 2021",13,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:9pM33mqn1YgC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,Examining primary care physician rationale for not following geriatric choosing wisely recommendations,"TA Rowe, T Brown, JN Doctor, JA Linder, SD Persell","BMC Family Practice 22 (1), 95, 2021",10,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:sNmaIFBj_lkC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,Comparison of direct oral anticoagulants versus warfarin in patients with atrial fibrillation and bioprosthetic heart valves,"L Duan, JN Doctor, JL Adams, JA Romley, LA Nguyen, J An, MS Lee","The American Journal of Cardiology 146, 22-28, 2021",22,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:DUooU5lO8OsC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,The protocol of the Application of Economics & Social psychology to improve Opioid Prescribing Safety Trial 1 (AESOPS-1): Electronic health record nudges,"MA Kelley, SD Persell, JA Linder, MW Friedberg, D Meeker, CR Fox, ...","Contemporary clinical trials 103, 106329, 2021",6,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:4hFrxpcac9AC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,Prognosticating outcomes and nudging decisions with electronic records in the intensive care unit trial protocol,"KR Courtright, EM Dress, J Singh, BA Bayes, M Chowdhury, DS Small, ...","Annals of the American Thoracic Society 18 (2), 336-346, 2021",8,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:4fGpz3EwCPoC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,Combining a lottery incentive with protection against losing the lottery improves exercise adherence,"D Meeker, T Knight, P Childress, ER Aliyev, JN Doctor","Behavioral Science & Policy 7 (1), 27-38, 2021",3,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:2VqYfGB8ITEC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,Economists’ views on the ergodicity problem,"JN Doctor, PP Wakker, TV Wang","Nature Physics 16 (12), 1168-1168, 2020",23,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:0izLItjtcgwC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,An assessment of symptom burden in inflammatory bowel diseases to develop a patient preference-weighted symptom score,"WK van Deen, A Obremskey, G Moore, ME van den Akker-van Marle, ...","Quality of Life Research 29, 3387-3396, 2020",9,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:rmuvC79q63oC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,"1. The Impact of Behavioral Nudges, Communication Training and Assessment and Feedback on Adolescent Vaccination Rates and Parent Satisfaction","A Bradley-Ewing, K Goggin, G Meredith, BR Lee, S Li, J Doctor, A Myers","Open Forum Infectious Diseases 7 (Suppl 1), S23, 2020",,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:NXb4pA-qfm4C,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Scholar articles']",Journal
Jason Doctor,Efficient determination of equivalence for encrypted data,"JN Doctor, J Vaidya, X Jiang, S Wang, LM Schilling, T Ong, ME Matheny, ...","Computers & security 97, 101939, 2020",1,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:tKAzc9rXhukC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,Details matter: predicting when nudging clinicians will succeed or fail,"CR Fox, JN Doctor, NJ Goldstein, D Meeker, SD Persell, JA Linder","bmj 370, 2020",33,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:kh2fBNsKQNwC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,A QUALITATIVE ANALYSIS OF PRIMARY CARE CLINICIANS'JUSTIFICATIONS FOR ORDERING OPIOIDS,"T Brown, JY Lee, S Persell, D Meeker, T Knight, JN Doctor, JA Linder","JOURNAL OF GENERAL INTERNAL MEDICINE 35 (SUPPL 1), S18-S19, 2020",,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:8d8msizDQcsC,"['Authors', 'Publication date', 'Conference', 'Volume', 'Issue', 'Pages', 'Publisher', 'Scholar articles']",Book
Jason Doctor,Primary care physicians’ attitudes and perceptions towards antibiotic resistance and antibiotic stewardship: a national survey,"RM Zetts, AM Garcia, JN Doctor, JS Gerber, JA Linder, DY Hyun","Open forum infectious diseases 7 (7), ofaa244, 2020",39,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:Ug5p-4gJ2f0C,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,Clinician-level variation in three measures representing overuse based on the American Geriatrics Society Choosing Wisely Statement,"TA Rowe, T Brown, JY Lee, JA Linder, MW Friedberg, JN Doctor, ...","Journal of general internal medicine 35, 1797-1802, 2020",8,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:HbR8gkJAVGIC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,"Privacy-Protecting, Reliable Response Data Discovery Using COVID-19 Patient Observations (preprint)","J Kim, L Neumann, P Paul, M Aratow, DS Bell, JN Doctor, LC Hinske, ...",,,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:5MTHONV0fEkC,"['Authors', 'Publication date', 'Description', 'Scholar articles']",Other
Jason Doctor,Primary care physicians’ attitudes and perceptions towards antibiotic resistance and outpatient antibiotic stewardship in the USA: a qualitative study,"RM Zetts, A Stoesz, AM Garcia, JN Doctor, JS Gerber, JA Linder, DY Hyun","BMJ open 10 (7), 2020",37,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:FPJr55Dyh1AC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,Trends in measurement and improvement of emergency physician performance: an environmental scan,"S Natsui, JN Doctor, LS May, DR Vinson, S Arora, K Yadav, D Zein, ...","eMedical Res 2, 100006, 2020",1,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:foquWX3nUaYC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Pages', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,Resolving Rabin’s paradox,"H Bleichrodt, JN Doctor, Y Gao, C Li, D Meeker, PP Wakker","Journal of Risk and Uncertainty 59, 239-260, 2019",28,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:HE397vMXCloC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Jason Doctor,2070. Assessing Primary Care Physicians' Attitudes and Perceptions Toward Antibiotic Resistance and Outpatient Antibiotic Stewardship: A National Survey.,"RM Zetts, A Garcia, J Doctor, J Gerber, JA Linder, DY Hyun","Open Forum Infectious Diseases 6, 2019",,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ff_Cij0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=ff_Cij0AAAAJ:M7yex6snE4oC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Description', 'Scholar articles']",Journal
