name,title,year,citation,link,publisher,type
Wändi Bruine de Bruin,Improving figures for climate change communications: Insights from interviews with international policymakers and practitioners,2024,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:E2bRg1zSkIsC,Springer Netherlands,Journal
Wändi Bruine de Bruin,Don't say “vegan” or “plant-based”: Food without meat and dairy is more likely to be chosen when labeled as “healthy” and “sustainable”,2023,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:J6OZcwVsj5AC,Academic Press,Journal
Geoff Boeing,"Chaos Theory and the Logistic Map, 2015.[Consult. 2017-10-24]",,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xaKBPQQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xaKBPQQAAAAJ:WbkHhVStYXYC,,Other
Wändi Bruine de Bruin,A social science research agenda to accelerate public engagement in climate change adaptation,2023,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:DwWRdx-KAo4C,Frontiers,Journal
Wändi Bruine de Bruin,Understanding food insecurity in Los Angeles county During the COVID-19 pandemic and its aftermath: A qualitative interview study,2024,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:WGv8Og3F3KgC,Academic Press,Journal
Wändi Bruine de Bruin,Risk aversion in medical decisions for the self and others,2023,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:8O4vDxvErlEC,JOHN WILEY & SONS LTD,Journal
Wändi Bruine de Bruin,Into the wild or into the library? Perceived restorativeness of natural and built environments,2023,4,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:aNch6Af-aFkC,Academic Press,Journal
Wändi Bruine de Bruin,Spatial characteristics of food insecurity and food access in Los Angeles County during the COVID-19 pandemic,2023,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:JTtNqH-x4gYC,Springer Netherlands,Journal
Wändi Bruine de Bruin,New insights into grocery store visits among east Los Angeles residents using mobility data,2024,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:wgKq3sYidysC,Pergamon,Journal
Wändi Bruine de Bruin,Ecological risk and protective factors for food insufficiency in Los Angeles County during the COVID-19 pandemic,2023,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:rJyh6hJnyfgC,Cambridge University Press,Journal
Wändi Bruine de Bruin,The role of fear and anger in risk perceptions and engagement in hurricane preparedness behaviors.,2023,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:vkuYBMKU6wEC,OSF,Other
Wändi Bruine de Bruin,AGE DIFFERENCES IN SUNK COST DECISIONS FOR ONESELF VERSUS A LOVED ONE,2023,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:kQqwFFzsCTwC,Oxford University Press,Journal
Wändi Bruine de Bruin,How Do Firms Adjust Prices in a High Inflation Environment?,2023,5,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:sfsSB7lKuh0C,Federal Reserve Bank of New York,Journal
Wändi Bruine de Bruin,Social Sampling for Judgments and Predictions of Societal Trends,2023,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:Zbx7W2Xs4QsC,Cambridge University Press,Journal
Wändi Bruine de Bruin,Age differences in social decision-making preferences and perceived ability.,2023,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:aU4yMueWZ3QC,American Psychological Association,Journal
Geoff Boeing,"LEED-ND and Livability Revisited Journal Issue: Berkeley Planning Journal, 27 (1) Author: Boeing, Geoff Church, Daniel Hub",,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xaKBPQQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xaKBPQQAAAAJ:1sJd4Hv_s6UC,,Journal
Wändi Bruine de Bruin,Food insecurity is under-reported in surveys that ask about the past year,2023,10,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:JIEWM9yDoCIC,Elsevier,Journal
Wändi Bruine de Bruin,The Role of Confidence and Knowledge in Intentions to (Not) Seek Care for Hypertension: Evidence From a National Survey,2023,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:UKB2i6g6GNMC,Sage Publications,Journal
Wändi Bruine de Bruin,Household surveys and probabilistic questions,2023,10,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:_n8fIOMweQoC,Academic Press,Part of Book
Wändi Bruine de Bruin,Age differences in psychological distress during the COVID-19 pandemic: March 2020–June 2021,2023,12,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:10A3hb2jUxYC,Frontiers Media SA,Journal
Wändi Bruine de Bruin,Beyond High-Income Countries: Low Numeracy Is Associated with Older Adult Age around the World,2023,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:h9G0ZmjYpDoC,SAGE Publications,Journal
Wändi Bruine de Bruin,Role of Parents’ Perceived Risk and Responsibility in Deciding on Children’s COVID-19 Vaccination,2023,2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:tSVUDDkujAIC,,Journal
Wändi Bruine de Bruin,Worry about debt is related to social loneliness in older adults in the Netherlands,2022,7,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:3_f9JqYsqVQC,Cambridge University Press,Journal
Wändi Bruine de Bruin,Associations of Eating Identities With Self-Reported Dietary Behaviors and Body Mass Index,2022,3,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:fF_gHTpLxhAC,,Journal
Wändi Bruine de Bruin,A DECADE OF DIETARY PATTERNS IN LOS ANGELES COUNTY: COMPARING PRE-PANDEMIC TO 2021,2022,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:6IBXqrN-DEwC,OXFORD UNIV PRESS INC,Journal
Wändi Bruine de Bruin,Perceived social norms guide health care decisions for oneself and others: a cross-sectional experiment in a US online panel,2022,8,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:qSd0DAb9jMoC,SAGE Publications,Journal
Wändi Bruine de Bruin,On the differential correlates of climate change concerns and severe weather concerns: evidence from the world risk poll,2022,12,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:Yw6v6SrDvuUC,Springer Netherlands,Journal
Wändi Bruine de Bruin,"Public concern about water safety, weather, and climate: Insights from the world risk poll",2023,3,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:aCwMkEyfDy8C,American Chemical Society,Journal
Wändi Bruine de Bruin,Private Well Testing in Peri‐Urban African‐American Communities Lacking Access to Regulated Municipal Drinking Water: A Mental Models Approach to Risk Communication,2022,7,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:ovGv7akYl-cC,,Journal
Wändi Bruine de Bruin,"Which financial stressors are linked to food insecurity among older adults in the United Kingdom, Germany, and the Netherlands? An exploratory study",2022,3,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:RgznTc0nqo4C,Springer Netherlands,Journal
Wändi Bruine de Bruin,Effect of COVID-19 vaccine allocation strategies on vaccination refusal: A national survey,2022,11,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:IExZWSxeYXUC,Routledge,Journal
Geoff Boeing,Honolulu Rail Transit: International Lessons from Barcelona in Linking Urban Form,2016,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xaKBPQQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xaKBPQQAAAAJ:B3FOqHPlNUQC,,Journal
Wändi Bruine de Bruin,People who are bad with numbers often find it harder to make ends meet–even if they are not poor,2021,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:gkldIfsazJcC,The Conversation,Other
Wändi Bruine de Bruin,Low numeracy is associated with poor financial well-being around the world,2021,14,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:dMpQl7XwOw4C,Public Library of Science,Journal
Wändi Bruine de Bruin,Asking about social circles improves election predictions even with many political parties,2022,7,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:w0odbtu79TwC,Oxford University Press,Journal
Wändi Bruine de Bruin,COVID-19 information sources and health behaviors during pregnancy: results from a prenatal app-embedded survey,2021,6,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:RVqaWcrwK10C,"JMIR Publications Inc., Toronto, Canada",Journal
Wändi Bruine de Bruin,Widespread global concern over harm from drinking water,2021,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:oXKBmVzQOggC,,Other
Wändi Bruine de Bruin,Confidence levels and likelihood terms in IPCC reports: a survey of experts from different scientific disciplines,2022,16,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:1Aeql8wG3wEC,Springer Netherlands,Journal
Wändi Bruine de Bruin,On the association of debt attitudes with socioeconomic characteristics and financial behaviors,2021,3,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:DUFsPKDdMi0C,"Wiley Periodicals, Inc.",Journal
Wändi Bruine de Bruin,Public understanding of climate change terminology,2021,38,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:mJbmKSuM8toC,Springer Netherlands,Journal
Wändi Bruine de Bruin,Self-reported dietary changes among Los Angeles County adults during the COVID-19 pandemic,2021,16,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:KqW5X_olkfQC,,Journal
Wändi Bruine de Bruin,Human social sensing is an untapped resource for computational social science,2021,57,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:SPgmg5JLkoEC,Nature Publishing Group UK,Journal
Wändi Bruine de Bruin,How are patient-related characteristics associated with shared decision-making about treatment? A scoping review of quantitative studies.,2022,14,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:e9bUPLv0EjcC,,Journal
Wändi Bruine de Bruin,Effect of mortality salience on charitable donations: Evidence from a national sample.,2021,11,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:ynsZFq2pu0MC,American Psychological Association,Journal
Wändi Bruine de Bruin,Communications about uncertainty in scientific climate-related findings: a qualitative systematic review,2021,14,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:jKT558fuBk8C,IOP Publishing,Journal
Wändi Bruine de Bruin,A lifetime of challenges: real-life decision outcomes in early-and late-onset suicide attempters,2021,8,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:oFn-K-OQSCAC,Elsevier,Journal
Wändi Bruine de Bruin,Mental associations with COVID-19 and how they relate with self-reported protective behaviors: A national survey in the United States,2021,15,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:9tXw7Op4-u0C,Pergamon,Journal
Wändi Bruine de Bruin,Evacuation behaviors and emergency communications: An analysis of real-world incident videos,2021,41,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:lRPiJ3GhvscC,Elsevier,Journal
Wändi Bruine de Bruin,Envisioning climate change adaptation futures using storytelling workshops,2021,8,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:Oj-SLI0tZTcC,MDPI,Journal
Wändi Bruine de Bruin,Enough to Eat: The Impact of COVID-19 on Food Insecurity and the Food Environment in LA County April 2020–September 2021,2021,6,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:Oo_WeVVXg5wC,Los Angeles County and University of Southern California,Other
Wändi Bruine de Bruin,Age differences in COVID-19 risk perceptions and mental health: Evidence from a national US survey conducted in March 2020,2021,503,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:j2GSQqY3pL0C,Oxford University Press,Journal
Wändi Bruine de Bruin,Election polling is not dead: a Bayesian bootstrap method yields accurate forecasts,2021,4,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:dhpJJ7xvgBgC,,Journal
Wändi Bruine de Bruin,VU Research Portal,2021,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:qbqt7gslDFUC,,Journal
Wändi Bruine de Bruin,Decision making across adulthood,2020,9,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:hB2aVRuWZNwC,Annual Reviews,Journal
Wändi Bruine de Bruin,"Predictors of mental health during the Covid-19 pandemic in the US: Role of economic concerns, health worries and social distancing",2020,162,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:o-PowTg_VKEC,Public Library of Science,Journal
Wändi Bruine de Bruin,The Role of Debt Attitudes for Financial Behaviors,2020,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:BFa5h04uPMwC,APPAM,Journal
Wändi Bruine de Bruin,Worry about Debt and Social Loneliness in Older Adults in the Netherlands,2020,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:uEM9VtRl8xsC,APPAM,Journal
Wändi Bruine de Bruin,"Political polarization in US residents’ COVID-19 risk perceptions, policy preferences, and protective behaviors",2020,272,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:U3qCfcK-7lkC,Springer US,Journal
Wändi Bruine de Bruin,"A quick guide to climate change jargon – what experts mean by mitigation, carbon neutral and 6 other key terms",2021,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:wlzmIqt2EaEC,,Journal
Wändi Bruine de Bruin,"Know your epidemic, know your response: Early perceptions of COVID-19 and self-reported social distancing in the United States",2020,55,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:uPCvBZYD9qUC,Public Library of Science,Journal
Wändi Bruine de Bruin,What adaptation stories are UK newspapers telling? A narrative analysis,2020,19,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:s2G-WRnXBicC,Routledge,Journal
Wändi Bruine de Bruin,Decision-making competence in older adults: A rosy view from a longitudinal investigation.,2020,16,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:yCjxvIMm6_oC,American Psychological Association,Journal
Wändi Bruine de Bruin,Relationships between initial COVID-19 risk perceptions and protective health behaviors: a national survey,2020,451,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:IvSMUa3B7yYC,Elsevier,Journal
Wändi Bruine de Bruin,"Keep wind projects close? A case study of distance, culture, and cost in offshore and onshore wind energy siting",2020,23,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:TiIbgCYny7sC,Elsevier,Journal
Wändi Bruine de Bruin,Probability size matters: The effect of foreground‐only versus foreground+ background graphs on risk aversion diminishes with larger probabilities,2020,10,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:NnTm98qLMbgC,,Journal
Wändi Bruine de Bruin,Tracking the effect of the COVID-19 pandemic on the lives of American households,2020,94,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:GUYAmugLYisC,,Journal
Wändi Bruine de Bruin,Decision-making competence: More than intelligence?,2020,72,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:XeErXHja3Z8C,Sage Publications,Journal
Wändi Bruine de Bruin,Age differences in reported social networks and well-being.,2020,144,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:5VjbC5aozO0C,American Psychological Association,Journal
Wändi Bruine de Bruin,Age differences in decision making.,2020,2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:k8to_Y4Q4_EC,Cambridge University Press,Book
Wändi Bruine de Bruin,The role of social circle perceptions in “false consensus” about population statistics: Evidence from a national flu survey,2020,15,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:IyxfXMz2bNAC,Sage Publications,Journal
Wändi Bruine de Bruin,"Predictors of Mental Health during the early Covid-19 Pandemic in the US: role of economic concerns, health worries and social distancing",2020,3,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:JqN3CTdJtl0C,,Other
Wändi Bruine de Bruin,Visualizations of projected rainfall change in the United Kingdom: an interview study about user perceptions,2020,17,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:s1ouQE5r0WUC,MDPI,Journal
Wändi Bruine de Bruin,"Know Your Epidemic, Know Your Response: Covid-19 in the United States (preprint)",2020,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:qhW0HyKmSusC,,Other
Wändi Bruine de Bruin,Optimizing and Compensatory Functions of Social Decision-Making Preferences,2020,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:37Fl7vPTsUIC,Oxford University Press,Journal
Wändi Bruine de Bruin,Aging and financial decision making,2020,9,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:cww_0JKUTDwC,Springer International Publishing,Journal
Wändi Bruine de Bruin,A comparison of different methods to predict the 2020 United States presidential election: Addendum,2020,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:R6EwkKsDylYC,OSF,Other
Wändi Bruine de Bruin,Harvesting the wisdom of crowds for election predictions using the Bayesian Truth Serum,2019,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:j7XjBeKFbTsC,OSF Preprints,Other
Wändi Bruine de Bruin,Public perceptions of how to reduce carbon footprints of consumer food choices,2019,38,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:dFKc6_kCK1wC,IOP Publishing,Journal
Wändi Bruine de Bruin,Decision-making competence in schizophrenia.,2020,4,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:8gBurD7jEYQC,Elsevier Science,Other
Wändi Bruine de Bruin,Reports of social circles’ and own vaccination behavior: A national longitudinal survey.,2019,87,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:GHsHDPAyICYC,American Psychological Association,Journal
Wändi Bruine de Bruin,Comparing consumer perceptions of appliances’ electricity use to appliances’ actual direct-metered consumption,2019,13,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:za7pDTvVV8kC,IOP Publishing,Journal
Wändi Bruine de Bruin,Well water testing in African-American communities without municipal infrastructure: Beliefs driving decisions,2019,28,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:KqnX2w3egDsC,Elsevier,Journal
Wändi Bruine de Bruin,How is cervical cancer screening information communicated in UK websites? Cross-sectional analysis of content and quantitative presentation formats,2019,8,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:MNNNGtAgD4EC,British Medical Journal Publishing Group,Journal
Wändi Bruine de Bruin,How do women interpret the NHS information leaflet about cervical cancer screening?,2019,15,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:BCdnXsLIVDwC,Sage Publications,Journal
Wändi Bruine de Bruin,Taking the biggest first: Age differences in preferences for monetary and hedonic sequences,2019,20,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:ujxm2eEBZHIC,Oxford University Press,Journal
Wändi Bruine de Bruin,Decision-making competence in younger and older adults: which cognitive abilities contribute to the application of decision rules?,2019,42,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:j8pvxH-kN2QC,Routledge,Journal
Wändi Bruine de Bruin,Investing in a good pair of wellies: how do non-experts interpret the expert terminology of climate change impacts and adaptation?,2019,24,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:ehoypfNsBj8C,Springer Netherlands,Journal
Wändi Bruine de Bruin,Helping consumers to evaluate annual percentage rates (APR) on credit cards.,2019,21,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:u_mOZUIutIEC,American Psychological Association,Journal
Wändi Bruine de Bruin,How people think about cancer: A mental models approach,2020,27,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:roLk4NBRz8UC,Routledge,Part of Book
Wändi Bruine de Bruin,The Impact of COVID-19 on Food Insecurity in Los Angeles County: April to July 2020,2020,11,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:3x-KLxxGyuUC,,Journal
Wändi Bruine de Bruin,Restricting future time perspective reduces failure to act after a missed opportunity.,2019,17,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JjiiTkcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JjiiTkcAAAAJ:GtqhT-R7ZnwC,American Psychological Association,Journal
